is_match,company_type,page_handle,page_name,company_name,company_id,company_status_date,days_from_company_status_to_now,bigrams_intersection,times_prosecutor,times_defendant,times_unknown_appearences,companies_general_info_columns,changed_picture,has_website,has_top_20_website,phone,has_phone,email,has_email,number_of_likes,has_more_than_100_likes,has_more_than_10_likes,has_more_than_1_likes,checkins,were_here_count,talking_about_count,changed_cover,has_location,has_country,has_state,has_country_state,has_country_state_city,has_country_or_state_or_city,is_unclaimed,is_published,is_verified,is_permanently_closed,is_community_page,start_info,has_start_info,has_text,description_length,description_words,about_length,about_words,products_length,products_words,general_info_length,general_info_words,category,category_list,number_of_records,number_of_pages,companies_events_columns,first_event_time,last_event_time,number_of_different_months_with_events,total_events,total_attending,min_attending_per_event,max_attending_per_event,avg_attending_per_event,total_maybe,min_maybe_per_event,max_maybe_per_event,avg_maybe_per_event,total_noreply,min_noreply_per_event,max_noreply_per_event,avg_noreply_per_event,total_interested,min_interested_per_event,max_interested_per_event,avg_interested_per_event,total_declined,min_declined_per_post,max_declined_per_post,avg_declined_per_post,companies_photos,first_photo_time,last_photo_time,number_of_different_photo_uploaders,number_of_photos_self_tagged,number_of_photos_with_tagged_people_without_self,total_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos,min_number_of_people_tagged_in_photos,max_number_of_people_tagged_in_photos,avg_number_of_people_tagged_in_photos_when_more_than_zero,number_of_different_months_for_photos,total_photos,number_of_albums,number_of_normal_albums,number_of_wall_albums,number_of_mobile_albums,number_of_cover_albums,number_of_profile_albums,number_of_app_albums,number_of_null_albums,number_of_photos_in_normal_albums,number_of_photos_in_wall_albums,number_of_photos_in_mobile_albums,number_of_photos_in_cover_albums,number_of_photos_in_profile_albums,number_of_photos_in_app_albums,number_of_photos_in_null_albums,number_of_photos_1qr_before_status,number_of_photos_2qr_before_status,number_of_photos_3qr_before_status,number_of_photos_4qr_before_status,number_of_photos_6months_before_status,number_of_photos_12months_before_status,companies_posts_columns,companies_posts_calculation_date,days_from_last_post_to_now,days_from_last_post_to_company_status,first_post_time,last_post_time,number_of_different_months_with_posts,total_posts,total_user_changed_post_time,total_posts_with_photos,total_posts_with_photos_more_than_5_comments,total_posts_with_photos_less_than_5_comments,total_posts_with_photos_more_than_5_likes,total_posts_with_photos_less_than_5_likes,total_posts_with_link,total_posts_with_link_more_than_5_comments,total_posts_with_link_less_than_5_comments,total_posts_with_link_more_than_5_likes,total_posts_with_link_less_than_5_likes,total_user_posts,total_user_posts_more_than_5_comments,total_user_posts_less_than_5_comments,total_user_posts_more_than_5_likes,total_user_posts_less_than_5_likes,total_comments_to_user_posts,min_comments_per_user_posts,max_comments_per_user_posts,avg_comments_per_user_posts,total_likes_to_user_posts,min_likes_per_user_posts,max_likes_per_user_posts,avg_likes_per_user_posts,total_other_users_posts,total_other_users_posts_more_than_5_comments,total_other_users_posts_less_than_5_comments,total_other_users_posts_more_than_5_likes,total_other_users_posts_less_than_5_likes,total_comments_to_other_users_posts,min_comments_per_other_users_post,max_comments_per_other_users_post,avg_comments_per_other_users_post,total_likes_to_other_users_posts,min_likes_per_other_users_post,max_likes_per_other_users_post,avg_likes_per_other_users_post,companies_posts_comments_new_columns,first_time_of_post_with_comment,last_time_of_post_with_comment,number_of_different_months_with_comments,total_posts_with_comments,distinct_commentators,distinct_commentators_1qr_months_before_status,distinct_commentators_2qr_months_before_status,distinct_commentators_3qr_months_before_status,distinct_commentators_4qr_months_before_status,distinct_commentators_6months_before_status,distinct_commentators_12months_before_status,distinct_commentators_6months_after_status,companies_posts_reactions_columns,first_post_with_reaction_time,last_post_with_reaction_time,number_of_different_months_with_reactions,total_posts_with_reactions,distinct_interacting_users,distinct_interacting_users_1qr_before_status,distinct_interacting_users_2qr_before_status,distinct_interacting_users_3qr_before_status,distinct_interacting_users_4qr_before_status,distinct_interacting_users_6months_before_status,distinct_interacting_users_12months_before_status,distinct_interacting_users_6months_after_status
"",forceliquidated,241691525868310,אולמי גאיה צומת בית עובד,"צומת האלופים בע""מ",512187253,2002-08-15,5066,18,0,0,0,companies_general_info_columns,0,0,0,,0,,0,12,0,1,1,283,283,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,243102442396992,טל מור אנרגיה,"מור אנרגיה בע""מ",512698465,2009-12-02,2400,3,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,6,6,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,243685165701201,חדרה קינזיס,"קינזיס בע""מ",513693754,2009-03-02,2675,5,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,243869388968057,טיולי ג׳יפים,"טיולי ג'וליס בע""מ",511139685,1989-12-08,9699,4,0,0,0,companies_general_info_columns,1,0,0,,0,,0,56,0,1,1,103,103,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Just For Fun,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,243948745637101,סופר פארם סילבר,"סילבר פארם בע""מ ",513753277,2013-03-06,1210,9,0,0,0,companies_general_info_columns,0,0,0,,0,,0,2,0,0,1,4,4,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,244339940048,"ש.א.ג שירותי רפואה בע""מ","מ.א.ש רפואה בע""מ ",514322387,2015-02-13,501,8,0,0,0,companies_general_info_columns,1,0,0,02-9709666,1,,0,38,0,1,1,0,0,1,0,1,0,0,0,0,1,false,,false,false,,,0,1,,,147,23,,,,,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2009-12-13 12:52:05,2010-06-01 18:57:33,1,0,4,4,0.3076923076923077,0,1,1.0,2,13,4,3,0,0,0,1,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,1125,624,2010-06-01 18:31:49,2013-05-30 16:02:33,2,7,0,4,0,4,0,4,4,0,4,0,4,5,0,5,0,5,0,0,0,0.0,2,0,1,0.2857142857142857,5,0,2,0,2,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2010-06-01 18:31:49,2013-05-30 16:02:33,6,7,2,0,0,0,0,0,0,0
1,forceliquidated,244781555587427,"אורטוס בע""מ","אורטוס בע""מ",513901751,2015-09-25,277,0,0,9,0,companies_general_info_columns,1,0,0,08-8658817,1,,0,13,0,1,1,0,0,0,1,1,0,0,0,0,0,false,,false,false,,,0,1,162,25,14,2,,,473,87,Local Business,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-11-10 17:09:25,2012-11-10 18:19:16,1,0,0,0,0.0,0,0,,1,7,3,1,0,0,1,1,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,1323,1046,2011-12-14 21:50:38,2012-11-13 22:07:52,2,5,0,2,0,2,0,2,3,0,3,0,3,5,0,5,0,5,0,0,0,0.0,2,0,2,0.4,5,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-12-14 21:50:38,2012-11-13 22:07:52,4,5,2,0,0,0,0,0,0,0
"",liquidated,271905836187360,מפעל דג שאן,"דג שאן (1992) בע""מ",511712630,2013-10-01,1001,5,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,4,4,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",forceliquidated,272604046088469,בסו גוד אוכלת גלידה עם דידי (היפה) [;,"גוד גל בע""מ",510976210,2005-08-12,3973,31,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,274082719334521,"אפרסמון פלוס בע""מ","אפרסמון פלוס בע""מ",514740844,2014-10-03,634,0,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,,false,false,,,0,1,,,69,11,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,274321162586982,ארומה קפוצ'ינו בר,"קפוצינו בר 2006 בע""מ ",513890194,2013-02-12,1232,7,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,4,4,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,274404995957478,"שיווק מבוסס מחקרים, רק מה שעובד באינטרנט","רק באינטרנט בע""מ",514678739,2013-07-18,1076,29,0,0,0,companies_general_info_columns,1,1,1,052-6500528,1,,0,233,1,1,1,0,0,1,1,1,0,0,0,0,1,false,,false,false,,2004-03-14 00:00:00,1,1,140,19,85,12,122,12,,,Consulting/Business Services,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-01-31 14:50:07,2016-04-04 10:59:52,1,1,0,1,0.021739130434782608,0,1,1.0,14,46,6,3,1,0,1,1,0,0,9,16,0,14,7,0,0,14,4,0,1,18,19,companies_posts_columns,2016-06-28 14:24:27.622,85,-991,2004-03-14 08:00:00,2016-04-04 10:59:53,25,86,4,81,1,80,6,75,84,1,83,6,78,81,1,80,6,75,12,0,7,0.13953488372093023,116,0,27,1.3488372093023255,81,0,5,0,5,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2013-05-27 08:41:25,2013-12-16 12:18:37,4,4,7,5,0,0,0,5,5,3,companies_posts_reactions_columns,2004-03-14 08:00:00,2016-04-04 10:59:53,68,86,89,26,1,0,1,27,27,63
"",liquidated,274788535971220,"רם טכניק הנדסה  וטיפול  במים בע""מ","רם טכניק (1997) בע""מ",512475765,2013-09-30,1002,18,0,13,0,companies_general_info_columns,1,0,0,,0,,0,4,0,0,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,0,,,,,,,,,Chemicals,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2012-10-08 23:05:50,2016-05-22 07:18:25,1,0,0,0,0.0,0,0,,3,3,3,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,companies_posts_columns,2016-06-28 14:24:27.622,19,-983,2012-10-08 23:05:50,2016-06-09 12:54:31,4,4,0,4,0,4,0,4,4,0,4,0,4,4,0,4,0,4,0,0,0,0.0,0,0,0,0.0,4,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,,,0,0,0,0,0,0,0,0,0,0,companies_posts_reactions_columns,2012-10-08 23:05:50,2016-06-09 12:54:31,4,4,0,0,0,0,0,0,0,0
"",liquidated,274805402644655,סיינט היל- גילגל,"גילגל סי בע""מ",510903610,1999-06-11,6227,11,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,275126592550531,משפחת וינוגורה,"וינוגורה בע""מ",513433144,2011-04-06,1910,6,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,33,33,0,0,1,0,0,0,0,0,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",liquidated,275992535750887,פליסה קימוטים  קישוטי אופנה - פליס ארט,"פליס - ארט בע""מ",511629255,2006-10-23,3536,27,0,0,0,companies_general_info_columns,1,0,0,03 6836819 / 052 8700639,1,,0,587,1,1,1,0,0,16,1,1,1,0,0,0,1,false,,false,false,,,0,1,1078,169,81,13,,,,,Professional Services,Professional Services,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2011-09-18 06:28:01,2014-12-03 20:08:52,1,0,10,18,0.1935483870967742,0,5,1.8,13,93,22,19,1,0,1,1,0,0,72,15,0,3,3,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,16,-3520,2011-09-18 10:36:21,2016-06-12 10:55:06,57,1802,204,1793,9,1784,169,1624,1795,9,1786,169,1626,1796,9,1787,170,1626,337,0,10,0.18701442841287458,3445,0,15,1.911764705882353,1796,1,5,0,6,10,0,8,0.005549389567147614,4,0,2,0.0022197558268590455,companies_posts_comments_columns,2011-09-18 10:36:21,2016-02-23 21:05:50,29,196,47,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-09-18 10:36:21,2016-06-12 10:55:06,901,1802,250,0,0,0,0,0,0,0
0,forceliquidated,277140512415470,ביוקורד בנק החיים לקוחות מחפשים פתרון,"ביוקורד בע""מ",513667816,2013-12-03,938,30,0,19,8,companies_general_info_columns,1,0,0,,0,,0,13,0,1,1,0,0,0,1,0,0,0,0,0,0,false,,false,false,,,0,1,,,92,16,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2013-01-27 15:10:48,2013-01-29 06:38:48,1,0,0,0,0.0,0,0,,1,3,2,0,0,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,3,0,3,companies_posts_columns,2016-06-28 14:24:27.622,947,9,2013-01-27 15:19:17,2013-11-24 06:54:06,3,7,1,2,0,2,0,2,4,0,4,0,4,3,0,3,0,3,0,0,0,0.0,6,0,4,0.8571428571428571,3,0,4,0,4,2,0,2,0.2857142857142857,0,0,0,0.0,companies_posts_comments_columns,2013-02-02 18:54:08,2013-02-02 18:54:08,1,1,2,0,0,0,2,0,2,0,companies_posts_reactions_columns,2013-01-27 15:19:17,2013-11-24 06:54:06,5,7,4,0,0,0,4,0,4,0
"",rasham,103541273045669,"א.א.ר רהיטי איכות בע""מ","א. א. ר. רהיטי איכות בע""מ",511045544,2016-06-28,0,3,0,0,3,companies_general_info_columns,1,0,0,04-8411243,1,,0,131,1,1,1,0,0,0,1,1,0,0,0,0,1,false,,false,false,,,0,1,391,64,66,11,,,,,Shopping/Retail,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-10-15 09:47:34,2015-03-19 14:56:09,1,0,0,0,0.0,0,0,,6,10,4,1,1,0,1,1,0,0,2,6,0,1,1,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,194,194,2010-10-15 09:41:57,2015-12-17 06:17:26,13,17,4,12,0,12,4,8,13,0,13,4,9,11,0,11,4,7,0,0,0,0.0,42,0,12,2.4705882352941178,11,0,6,0,6,3,0,2,0.17647058823529413,3,0,3,0.17647058823529413,companies_posts_comments_columns,2014-08-26 11:52:30,2015-10-26 14:18:56,2,2,1,0,0,1,0,0,1,0,companies_posts_reactions_columns,2010-10-15 09:41:57,2015-12-17 06:17:26,15,17,24,0,0,0,0,0,0,0
"",closed,103553596430156,"קורס דוברות ויח""צ בעידן הניו מדיה","מדיה צ'ק בע""מ",513496042,2016-06-28,0,29,0,0,0,companies_general_info_columns,0,0,0,,0,,0,1,0,0,0,4,4,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",rasham,103556116401718,באוניברסיטה של טיני לאב,"טיני לאב בע""מ",511631715,2016-06-28,0,15,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",rasham,103571986365405,"ארנונה, היטלי פיתוח, היטל השבחה.","א. השבחה בע""מ",513857599,2016-06-28,0,25,0,0,0,companies_general_info_columns,1,0,0,0527830822,1,,0,441,1,1,1,1,1,2,1,1,1,0,0,0,1,false,,false,false,,,0,1,,,130,22,,,4466,732,Lawyer,"Real Estate Lawyer,Real Estate",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2010-07-18 09:40:30,2016-06-05 06:52:55,1,0,5,68,2.9565217391304346,0,41,13.6,16,23,4,1,1,0,1,1,0,0,1,15,0,2,5,0,0,3,1,5,0,4,9,companies_posts_columns,2016-06-28 14:24:27.622,20,20,2010-08-24 11:55:25,2016-06-08 09:17:54,41,296,46,268,1,267,4,264,275,1,274,4,271,296,4,292,5,291,73,0,11,0.24662162162162163,230,0,7,0.777027027027027,296,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2010-08-24 11:55:25,2016-02-28 09:40:18,17,28,7,0,2,0,0,2,2,0,companies_posts_reactions_columns,2010-08-24 11:55:25,2016-06-08 09:17:54,157,296,62,8,5,6,10,12,26,0
"",closed,103577959777256,אצל דנית ברנס,"דנית ברנס בע""מ",512089574,2016-06-28,0,4,0,0,0,companies_general_info_columns,0,0,0,,0,,0,0,0,0,0,2,2,0,0,1,1,0,0,0,1,true,,false,false,,,0,0,,,,,,,,,Local Business,Local Business,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,companies_posts_columns,2016-06-28 14:24:27.622,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,1,0,0,0,0,0,0,0,0.0,0,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
"",rasham,1035781099780346,שעבאן עבדאללה ובניו בעמ,"שעבאן עבדאללה ובניו בע""מ",513128660,2016-06-28,0,0,6,6,9,companies_general_info_columns,1,0,0,,0,,0,414,1,1,1,0,0,16,1,0,0,0,0,0,0,false,,false,false,,,0,0,,,,,,,,,Community,,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-08-04 20:20:30,2016-05-31 19:14:30,1,0,0,0,0.0,0,0,,5,20,4,0,1,1,1,1,0,0,0,4,8,4,4,0,0,3,3,0,14,6,20,companies_posts_columns,2016-06-28 14:24:27.622,28,28,2015-08-04 20:20:33,2016-05-31 19:14:30,5,17,1,17,0,17,6,11,17,0,17,6,11,17,0,17,6,11,4,0,4,0.23529411764705882,130,1,39,7.647058823529412,17,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2016-04-26 10:06:12,2016-04-26 10:06:12,1,1,3,3,0,0,0,3,3,0,companies_posts_reactions_columns,2015-08-04 20:20:33,2016-05-31 19:14:30,9,17,68,28,44,0,15,63,68,0
"",rasham,1036057489793152,מרכז לימודי שדה נגב מערבי,"ספיר נגב בע""מ",513857052,2016-06-28,0,20,0,0,0,companies_general_info_columns,1,1,1,,0,,0,118,1,1,1,0,0,1,1,1,1,0,0,0,1,false,,false,false,,,0,0,,,,,,,,,Public Places,Public Places,1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2015-10-15 17:02:43,2016-06-03 12:37:56,1,0,122,138,0.2247557003257329,0,5,1.1311475409836065,9,614,6,3,0,1,1,1,0,0,222,0,390,1,1,0,0,342,171,101,0,513,614,companies_posts_columns,2016-06-28 14:24:27.622,25,25,2015-10-15 17:02:45,2016-06-03 12:37:38,9,38,11,37,0,37,10,27,37,0,37,10,27,38,0,38,10,28,1,0,1,0.02631578947368421,99,0,7,2.6052631578947367,38,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2016-05-25 07:52:25,2016-05-25 07:52:25,1,1,1,1,0,0,0,1,1,0,companies_posts_reactions_columns,2015-10-15 17:02:45,2016-06-03 12:37:38,36,38,37,22,21,14,0,32,37,0
"",rasham,1036085289762872,ענבה בר מסעדה,"בר ענבה בע""מ",515013589,2016-06-28,0,9,0,0,0,companies_general_info_columns,1,0,0,089123343,1,,0,466,1,1,1,37,37,401,1,1,1,0,0,0,1,false,,false,false,,,0,1,,,28,6,,,,,Restaurant/Cafe,"Bar,Restaurant",1980,1896,companies_events_columns,,,0,0,,,,,,,,,,,,,,,,,,,,,companies_photos,2016-03-12 16:44:55,2016-06-22 13:14:40,1,0,15,21,0.17647058823529413,0,3,1.4,4,119,4,1,1,0,1,1,0,0,97,15,0,4,3,0,0,109,10,0,0,119,119,companies_posts_columns,2016-06-28 14:24:27.622,14,14,2016-03-12 16:44:57,2016-06-14 19:35:54,4,22,7,20,0,20,10,10,20,0,20,10,10,19,0,19,10,9,13,0,3,0.5909090909090909,205,0,33,9.318181818181818,19,0,3,0,3,3,0,3,0.13636363636363635,3,0,3,0.13636363636363635,companies_posts_comments_columns,2016-03-20 07:13:20,2016-05-25 17:05:24,3,5,11,7,5,0,0,11,11,0,companies_posts_reactions_columns,2016-03-12 16:44:57,2016-06-14 19:35:54,20,22,80,57,48,0,0,80,80,0
"",rasham,103613693072393,ביוטי לייזר קליניק,"ביוטי קליניק לייזר בע""מ",514635226,2016-06-28,0,8,0,0,0,companies_general_info_columns,1,1,1,072-2522449,1,,0,217,1,1,1,0,0,0,1,1,1,0,0,0,1,false,,false,false,,,0,0,,,,,,,,,Spas/Beauty/Personal Care,"Spa, Beauty & Personal Care",1980,1896,companies_events_columns,2011-08-07 23:30:00,2011-08-07 23:30:00,1,1,6,6,6,6.0,3,3,3,3.0,1060,1060,1060,1060.0,3,3,3,3.0,57,57,57,57.0,companies_photos,2011-08-02 19:41:25,2014-07-24 14:59:50,1,0,0,0,0.0,0,0,,13,41,4,1,1,0,1,1,0,0,1,29,0,6,5,0,0,0,0,0,0,0,0,companies_posts_columns,2016-06-28 14:24:27.622,705,705,2011-08-02 19:51:24,2014-07-24 15:00:09,15,52,2,48,0,48,4,44,48,0,48,4,44,52,0,52,4,48,3,0,2,0.057692307692307696,348,0,104,6.6923076923076925,52,0,0,0,0,0,0,0,0.0,0,0,0,0.0,companies_posts_comments_columns,2013-04-01 09:08:32,2014-01-25 21:28:38,2,2,3,0,0,0,0,0,0,0,companies_posts_reactions_columns,2011-08-02 19:51:24,2014-07-24 15:00:09,28,52,231,0,0,0,0,0,0,0
